lat,lon,lead_month,forecast_date,anom,init_year,init_month
-24.5,-76.5,1,2026-09,1.5607,2026,8
-24.5,-75.5,1,2026-09,1.494,2026,8
-24.5,-74.5,1,2026-09,1.4604,2026,8
-24.5,-73.5,1,2026-09,1.4599,2026,8
-24.5,-72.5,1,2026-09,1.5905,2026,8
-24.5,-71.5,1,2026-09,2.1151,2026,8
-24.5,-70.5,1,2026-09,2.4662,2026,8
-24.5,-69.5,1,2026-09,1.7677,2026,8
-24.5,-68.5,1,2026-09,0.6388,2026,8
-24.5,-67.5,1,2026-09,0.4814,2026,8
-24.5,-66.5,1,2026-09,0.8346,2026,8
-24.5,-65.5,1,2026-09,1.494,2026,8
-24.5,-64.5,1,2026-09,1.3947,2026,8
-24.5,-63.5,1,2026-09,1.2243,2026,8
-24.5,-62.5,1,2026-09,0.4547,2026,8
-24.5,-61.5,1,2026-09,0.4074,2026,8
-24.5,-60.5,1,2026-09,0.019,2026,8
-24.5,-59.5,1,2026-09,0.1571,2026,8
-24.5,-58.5,1,2026-09,0.1715,2026,8
-24.5,-57.5,1,2026-09,0.3002,2026,8
-24.5,-56.5,1,2026-09,0.4313,2026,8
-24.5,-55.5,1,2026-09,0.6281,2026,8
-24.5,-54.5,1,2026-09,0.7719,2026,8
-24.5,-53.5,1,2026-09,0.7663,2026,8
-24.5,-52.5,1,2026-09,0.7519,2026,8
-24.5,-51.5,1,2026-09,0.8319,2026,8
-24.5,-50.5,1,2026-09,0.8402,2026,8
-24.5,-49.5,1,2026-09,0.9362,2026,8
-24.5,-48.5,1,2026-09,0.9948,2026,8
-24.5,-47.5,1,2026-09,0.8715,2026,8
-24.5,-46.5,1,2026-09,0.8522,2026,8
-24.5,-45.5,1,2026-09,0.7587,2026,8
-24.5,-44.5,1,2026-09,0.7069,2026,8
-24.5,-43.5,1,2026-09,0.6584,2026,8
-24.5,-42.5,1,2026-09,0.6088,2026,8
-24.5,-41.5,1,2026-09,0.6144,2026,8
-24.5,-40.5,1,2026-09,0.6303,2026,8
-24.5,-39.5,1,2026-09,0.5409,2026,8
-24.5,-38.5,1,2026-09,0.4892,2026,8
-24.5,-37.5,1,2026-09,0.4931,2026,8
-24.5,-36.5,1,2026-09,0.4999,2026,8
-24.5,-35.5,1,2026-09,0.5312,2026,8
-24.5,-34.5,1,2026-09,0.5624,2026,8
-24.5,-33.5,1,2026-09,0.5729,2026,8
-24.5,-32.5,1,2026-09,0.5546,2026,8
-24.5,-31.5,1,2026-09,0.5478,2026,8
-24.5,-30.5,1,2026-09,0.5587,2026,8
-25.5,-89.5,1,2026-09,1.5529,2026,8
-25.5,-88.5,1,2026-09,1.5334,2026,8
-25.5,-87.5,1,2026-09,1.5072,2026,8
-25.5,-86.5,1,2026-09,1.454,2026,8
-25.5,-85.5,1,2026-09,1.3998,2026,8
-25.5,-84.5,1,2026-09,1.4023,2026,8
-25.5,-83.5,1,2026-09,1.4643,2026,8
-25.5,-82.5,1,2026-09,1.5573,2026,8
-25.5,-81.5,1,2026-09,1.5946,2026,8
-25.5,-80.5,1,2026-09,1.5517,2026,8
-25.5,-79.5,1,2026-09,1.5641,2026,8
-25.5,-78.5,1,2026-09,1.6447,2026,8
-25.5,-77.5,1,2026-09,1.694,2026,8
-25.5,-76.5,1,2026-09,1.6576,2026,8
-25.5,-75.5,1,2026-09,1.5898,2026,8
-25.5,-74.5,1,2026-09,1.5248,2026,8
-25.5,-73.5,1,2026-09,1.4547,2026,8
-25.5,-72.5,1,2026-09,1.5732,2026,8
-25.5,-71.5,1,2026-09,1.995,2026,8
-25.5,-70.5,1,2026-09,2.4716,2026,8
-25.5,-69.5,1,2026-09,1.4128,2026,8
-25.5,-68.5,1,2026-09,-0.4056,2026,8
-25.5,-67.5,1,2026-09,-0.2796,2026,8
-25.5,-66.5,1,2026-09,0.933,2026,8
-25.5,-65.5,1,2026-09,1.6098,2026,8
-25.5,-64.5,1,2026-09,1.4894,2026,8
-25.5,-63.5,1,2026-09,1.1237,2026,8
-25.5,-62.5,1,2026-09,0.4086,2026,8
-25.5,-61.5,1,2026-09,0.2194,2026,8
-25.5,-60.5,1,2026-09,0.0949,2026,8
-25.5,-59.5,1,2026-09,0.029,2026,8
-25.5,-58.5,1,2026-09,0.2086,2026,8
-25.5,-57.5,1,2026-09,0.3671,2026,8
-25.5,-56.5,1,2026-09,0.4892,2026,8
-25.5,-55.5,1,2026-09,0.6628,2026,8
-25.5,-54.5,1,2026-09,0.7514,2026,8
-25.5,-53.5,1,2026-09,0.8236,2026,8
-25.5,-52.5,1,2026-09,0.9125,2026,8
-25.5,-51.5,1,2026-09,0.9257,2026,8
-25.5,-50.5,1,2026-09,1.0153,2026,8
-25.5,-49.5,1,2026-09,0.9765,2026,8
-25.5,-48.5,1,2026-09,0.7878,2026,8
-25.5,-47.5,1,2026-09,0.6906,2026,8
-25.5,-46.5,1,2026-09,0.7404,2026,8
-25.5,-45.5,1,2026-09,0.6454,2026,8
-25.5,-44.5,1,2026-09,0.6208,2026,8
-25.5,-43.5,1,2026-09,0.6378,2026,8
-25.5,-42.5,1,2026-09,0.5995,2026,8
-25.5,-41.5,1,2026-09,0.5844,2026,8
-25.5,-40.5,1,2026-09,0.5255,2026,8
-25.5,-39.5,1,2026-09,0.422,2026,8
-25.5,-38.5,1,2026-09,0.4191,2026,8
-25.5,-37.5,1,2026-09,0.5192,2026,8
-25.5,-36.5,1,2026-09,0.4989,2026,8
-25.5,-35.5,1,2026-09,0.5109,2026,8
-25.5,-34.5,1,2026-09,0.5468,2026,8
-25.5,-33.5,1,2026-09,0.6,2026,8
-25.5,-32.5,1,2026-09,0.5878,2026,8
-25.5,-31.5,1,2026-09,0.6015,2026,8
-25.5,-30.5,1,2026-09,0.5815,2026,8
-26.5,-89.5,1,2026-09,1.4972,2026,8
-26.5,-88.5,1,2026-09,1.5187,2026,8
-26.5,-87.5,1,2026-09,1.5277,2026,8
-26.5,-86.5,1,2026-09,1.4452,2026,8
-26.5,-85.5,1,2026-09,1.3998,2026,8
-26.5,-84.5,1,2026-09,1.4176,2026,8
-26.5,-83.5,1,2026-09,1.4618,2026,8
-26.5,-82.5,1,2026-09,1.5214,2026,8
-26.5,-81.5,1,2026-09,1.5614,2026,8
-26.5,-80.5,1,2026-09,1.5304,2026,8
-26.5,-79.5,1,2026-09,1.5036,2026,8
-26.5,-78.5,1,2026-09,1.5949,2026,8
-26.5,-77.5,1,2026-09,1.6459,2026,8
-26.5,-76.5,1,2026-09,1.6064,2026,8
-26.5,-75.5,1,2026-09,1.5412,2026,8
-26.5,-74.5,1,2026-09,1.4462,2026,8
-26.5,-73.5,1,2026-09,1.4096,2026,8
-26.5,-72.5,1,2026-09,1.4748,2026,8
-26.5,-71.5,1,2026-09,1.9252,2026,8
-26.5,-70.5,1,2026-09,2.3229,2026,8
-26.5,-69.5,1,2026-09,1.0805,2026,8
-26.5,-68.5,1,2026-09,-1.6842,2026,8
-26.5,-67.5,1,2026-09,-0.7496,2026,8
-26.5,-66.5,1,2026-09,0.8798,2026,8
-26.5,-65.5,1,2026-09,1.3532,2026,8
-26.5,-64.5,1,2026-09,1.2826,2026,8
-26.5,-63.5,1,2026-09,0.8588,2026,8
-26.5,-62.5,1,2026-09,0.5346,2026,8
-26.5,-61.5,1,2026-09,0.215,2026,8
-26.5,-60.5,1,2026-09,0.1759,2026,8
-26.5,-59.5,1,2026-09,0.0461,2026,8
-26.5,-58.5,1,2026-09,0.297,2026,8
-26.5,-57.5,1,2026-09,0.4347,2026,8
-26.5,-56.5,1,2026-09,0.5478,2026,8
-26.5,-55.5,1,2026-09,0.6808,2026,8
-26.5,-54.5,1,2026-09,0.7365,2026,8
-26.5,-53.5,1,2026-09,0.8244,2026,8
-26.5,-52.5,1,2026-09,0.8893,2026,8
-26.5,-51.5,1,2026-09,0.8932,2026,8
-26.5,-50.5,1,2026-09,0.9701,2026,8
-26.5,-49.5,1,2026-09,0.925,2026,8
-26.5,-48.5,1,2026-09,0.5517,2026,8
-26.5,-47.5,1,2026-09,0.4867,2026,8
-26.5,-46.5,1,2026-09,0.5417,2026,8
-26.5,-45.5,1,2026-09,0.5492,2026,8
-26.5,-44.5,1,2026-09,0.5224,2026,8
-26.5,-43.5,1,2026-09,0.5636,2026,8
-26.5,-42.5,1,2026-09,0.6557,2026,8
-26.5,-41.5,1,2026-09,0.6803,2026,8
-26.5,-40.5,1,2026-09,0.5758,2026,8
-26.5,-39.5,1,2026-09,0.4838,2026,8
-26.5,-38.5,1,2026-09,0.3488,2026,8
-26.5,-37.5,1,2026-09,0.4257,2026,8
-26.5,-36.5,1,2026-09,0.4215,2026,8
-26.5,-35.5,1,2026-09,0.3866,2026,8
-26.5,-34.5,1,2026-09,0.4052,2026,8
-26.5,-33.5,1,2026-09,0.5504,2026,8
-26.5,-32.5,1,2026-09,0.6151,2026,8
-26.5,-31.5,1,2026-09,0.6652,2026,8
-26.5,-30.5,1,2026-09,0.6308,2026,8
-27.5,-89.5,1,2026-09,1.4882,2026,8
-27.5,-88.5,1,2026-09,1.4999,2026,8
-27.5,-87.5,1,2026-09,1.5158,2026,8
-27.5,-86.5,1,2026-09,1.508,2026,8
-27.5,-85.5,1,2026-09,1.4867,2026,8
-27.5,-84.5,1,2026-09,1.4855,2026,8
-27.5,-83.5,1,2026-09,1.4901,2026,8
-27.5,-82.5,1,2026-09,1.4943,2026,8
-27.5,-81.5,1,2026-09,1.4901,2026,8
-27.5,-80.5,1,2026-09,1.4455,2026,8
-27.5,-79.5,1,2026-09,1.4247,2026,8
-27.5,-78.5,1,2026-09,1.4657,2026,8
-27.5,-77.5,1,2026-09,1.5414,2026,8
-27.5,-76.5,1,2026-09,1.507,2026,8
-27.5,-75.5,1,2026-09,1.3883,2026,8
-27.5,-74.5,1,2026-09,1.3004,2026,8
-27.5,-73.5,1,2026-09,1.2834,2026,8
-27.5,-72.5,1,2026-09,1.3744,2026,8
-27.5,-71.5,1,2026-09,1.7948,2026,8
-27.5,-70.5,1,2026-09,1.7763,2026,8
-27.5,-69.5,1,2026-09,0.1012,2026,8
-27.5,-68.5,1,2026-09,-1.5992,2026,8
-27.5,-67.5,1,2026-09,1.4569,2026,8
-27.5,-66.5,1,2026-09,1.7707,2026,8
-27.5,-65.5,1,2026-09,1.0402,2026,8
-27.5,-64.5,1,2026-09,1.2782,2026,8
-27.5,-63.5,1,2026-09,0.7748,2026,8
-27.5,-62.5,1,2026-09,0.3173,2026,8
-27.5,-61.5,1,2026-09,0.2733,2026,8
-27.5,-60.5,1,2026-09,0.2455,2026,8
-27.5,-59.5,1,2026-09,0.3078,2026,8
-27.5,-58.5,1,2026-09,0.4428,2026,8
-27.5,-57.5,1,2026-09,0.4953,2026,8
-27.5,-56.5,1,2026-09,0.5971,2026,8
-27.5,-55.5,1,2026-09,0.5993,2026,8
-27.5,-54.5,1,2026-09,0.7355,2026,8
-27.5,-53.5,1,2026-09,0.8712,2026,8
-27.5,-52.5,1,2026-09,0.9203,2026,8
-27.5,-51.5,1,2026-09,0.8737,2026,8
-27.5,-50.5,1,2026-09,0.9091,2026,8
-27.5,-49.5,1,2026-09,0.8583,2026,8
-27.5,-48.5,1,2026-09,0.5006,2026,8
-27.5,-47.5,1,2026-09,0.3148,2026,8
-27.5,-46.5,1,2026-09,0.432,2026,8
-27.5,-45.5,1,2026-09,0.4242,2026,8
-27.5,-44.5,1,2026-09,0.4611,2026,8
-27.5,-43.5,1,2026-09,0.6,2026,8
-27.5,-42.5,1,2026-09,0.7128,2026,8
-27.5,-41.5,1,2026-09,0.6613,2026,8
-27.5,-40.5,1,2026-09,0.6527,2026,8
-27.5,-39.5,1,2026-09,0.6354,2026,8
-27.5,-38.5,1,2026-09,0.4645,2026,8
-27.5,-37.5,1,2026-09,0.4735,2026,8
-27.5,-36.5,1,2026-09,0.3886,2026,8
-27.5,-35.5,1,2026-09,0.2226,2026,8
-27.5,-34.5,1,2026-09,0.1867,2026,8
-27.5,-33.5,1,2026-09,0.2773,2026,8
-27.5,-32.5,1,2026-09,0.4684,2026,8
-27.5,-31.5,1,2026-09,0.6698,2026,8
-27.5,-30.5,1,2026-09,0.7294,2026,8
-28.5,-89.5,1,2026-09,1.5067,2026,8
-28.5,-88.5,1,2026-09,1.5097,2026,8
-28.5,-87.5,1,2026-09,1.4906,2026,8
-28.5,-86.5,1,2026-09,1.5107,2026,8
-28.5,-85.5,1,2026-09,1.5255,2026,8
-28.5,-84.5,1,2026-09,1.5128,2026,8
-28.5,-83.5,1,2026-09,1.5026,2026,8
-28.5,-82.5,1,2026-09,1.5006,2026,8
-28.5,-81.5,1,2026-09,1.4694,2026,8
-28.5,-80.5,1,2026-09,1.4291,2026,8
-28.5,-79.5,1,2026-09,1.3893,2026,8
-28.5,-78.5,1,2026-09,1.3505,2026,8
-28.5,-77.5,1,2026-09,1.4179,2026,8
-28.5,-76.5,1,2026-09,1.4623,2026,8
-28.5,-75.5,1,2026-09,1.3835,2026,8
-28.5,-74.5,1,2026-09,1.279,2026,8
-28.5,-73.5,1,2026-09,1.2194,2026,8
-28.5,-72.5,1,2026-09,1.3598,2026,8
-28.5,-71.5,1,2026-09,1.5392,2026,8
-28.5,-70.5,1,2026-09,0.4013,2026,8
-28.5,-69.5,1,2026-09,-0.9549,2026,8
-28.5,-68.5,1,2026-09,-0.3304,2026,8
-28.5,-67.5,1,2026-09,1.735,2026,8
-28.5,-66.5,1,2026-09,1.5531,2026,8
-28.5,-65.5,1,2026-09,1.1994,2026,8
-28.5,-64.5,1,2026-09,1.2646,2026,8
-28.5,-63.5,1,2026-09,0.7397,2026,8
-28.5,-62.5,1,2026-09,0.3236,2026,8
-28.5,-61.5,1,2026-09,0.3366,2026,8
-28.5,-60.5,1,2026-09,0.3017,2026,8
-28.5,-59.5,1,2026-09,0.4757,2026,8
-28.5,-58.5,1,2026-09,0.4748,2026,8
-28.5,-57.5,1,2026-09,0.4491,2026,8
-28.5,-56.5,1,2026-09,0.4731,2026,8
-28.5,-55.5,1,2026-09,0.5585,2026,8
-28.5,-54.5,1,2026-09,0.6217,2026,8
-28.5,-53.5,1,2026-09,0.7216,2026,8
-28.5,-52.5,1,2026-09,0.7885,2026,8
-28.5,-51.5,1,2026-09,0.8336,2026,8
-28.5,-50.5,1,2026-09,0.7846,2026,8
-28.5,-49.5,1,2026-09,0.7299,2026,8
-28.5,-48.5,1,2026-09,0.4435,2026,8
-28.5,-47.5,1,2026-09,0.2904,2026,8
-28.5,-46.5,1,2026-09,0.3363,2026,8
-28.5,-45.5,1,2026-09,0.3432,2026,8
-28.5,-44.5,1,2026-09,0.4447,2026,8
-28.5,-43.5,1,2026-09,0.4836,2026,8
-28.5,-42.5,1,2026-09,0.5138,2026,8
-28.5,-41.5,1,2026-09,0.5597,2026,8
-28.5,-40.5,1,2026-09,0.6571,2026,8
-28.5,-39.5,1,2026-09,0.6295,2026,8
-28.5,-38.5,1,2026-09,0.5971,2026,8
-28.5,-37.5,1,2026-09,0.5648,2026,8
-28.5,-36.5,1,2026-09,0.3861,2026,8
-28.5,-35.5,1,2026-09,0.2531,2026,8
-28.5,-34.5,1,2026-09,0.2531,2026,8
-28.5,-33.5,1,2026-09,0.2807,2026,8
-28.5,-32.5,1,2026-09,0.3957,2026,8
-28.5,-31.5,1,2026-09,0.6054,2026,8
-28.5,-30.5,1,2026-09,0.7626,2026,8
-29.5,-89.5,1,2026-09,1.4928,2026,8
-29.5,-88.5,1,2026-09,1.5099,2026,8
-29.5,-87.5,1,2026-09,1.5075,2026,8
-29.5,-86.5,1,2026-09,1.5089,2026,8
-29.5,-85.5,1,2026-09,1.463,2026,8
-29.5,-84.5,1,2026-09,1.4167,2026,8
-29.5,-83.5,1,2026-09,1.4237,2026,8
-29.5,-82.5,1,2026-09,1.4152,2026,8
-29.5,-81.5,1,2026-09,1.3949,2026,8
-29.5,-80.5,1,2026-09,1.3754,2026,8
-29.5,-79.5,1,2026-09,1.372,2026,8
-29.5,-78.5,1,2026-09,1.3393,2026,8
-29.5,-77.5,1,2026-09,1.3559,2026,8
-29.5,-76.5,1,2026-09,1.4242,2026,8
-29.5,-75.5,1,2026-09,1.4171,2026,8
-29.5,-74.5,1,2026-09,1.3507,2026,8
-29.5,-73.5,1,2026-09,1.2277,2026,8
-29.5,-72.5,1,2026-09,1.3188,2026,8
-29.5,-71.5,1,2026-09,1.4081,2026,8
-29.5,-70.5,1,2026-09,-0.1151,2026,8
-29.5,-69.5,1,2026-09,-1.5582,2026,8
-29.5,-68.5,1,2026-09,1.0688,2026,8
-29.5,-67.5,1,2026-09,1.2074,2026,8
-29.5,-66.5,1,2026-09,1.5248,2026,8
-29.5,-65.5,1,2026-09,1.4289,2026,8
-29.5,-64.5,1,2026-09,1.1757,2026,8
-29.5,-63.5,1,2026-09,0.821,2026,8
-29.5,-62.5,1,2026-09,0.6056,2026,8
-29.5,-61.5,1,2026-09,0.4252,2026,8
-29.5,-60.5,1,2026-09,0.3839,2026,8
-29.5,-59.5,1,2026-09,0.5114,2026,8
-29.5,-58.5,1,2026-09,0.4755,2026,8
-29.5,-57.5,1,2026-09,0.4777,2026,8
-29.5,-56.5,1,2026-09,0.4821,2026,8
-29.5,-55.5,1,2026-09,0.5063,2026,8
-29.5,-54.5,1,2026-09,0.5661,2026,8
-29.5,-53.5,1,2026-09,0.6877,2026,8
-29.5,-52.5,1,2026-09,0.7379,2026,8
-29.5,-51.5,1,2026-09,0.8041,2026,8
-29.5,-50.5,1,2026-09,0.7702,2026,8
-29.5,-49.5,1,2026-09,0.6596,2026,8
-29.5,-48.5,1,2026-09,0.3649,2026,8
-29.5,-47.5,1,2026-09,0.2826,2026,8
-29.5,-46.5,1,2026-09,0.3263,2026,8
-29.5,-45.5,1,2026-09,0.3544,2026,8
-29.5,-44.5,1,2026-09,0.3524,2026,8
-29.5,-43.5,1,2026-09,0.3117,2026,8
-29.5,-42.5,1,2026-09,0.4389,2026,8
-29.5,-41.5,1,2026-09,0.5971,2026,8
-29.5,-40.5,1,2026-09,0.6659,2026,8
-29.5,-39.5,1,2026-09,0.6818,2026,8
-29.5,-38.5,1,2026-09,0.7201,2026,8
-29.5,-37.5,1,2026-09,0.6989,2026,8
-29.5,-36.5,1,2026-09,0.5136,2026,8
-29.5,-35.5,1,2026-09,0.3629,2026,8
-29.5,-34.5,1,2026-09,0.3627,2026,8
-29.5,-33.5,1,2026-09,0.3351,2026,8
-29.5,-32.5,1,2026-09,0.422,2026,8
-29.5,-31.5,1,2026-09,0.6103,2026,8
-29.5,-30.5,1,2026-09,0.7819,2026,8
-30.5,-89.5,1,2026-09,1.3769,2026,8
-30.5,-88.5,1,2026-09,1.4357,2026,8
-30.5,-87.5,1,2026-09,1.4118,2026,8
-30.5,-86.5,1,2026-09,1.4572,2026,8
-30.5,-85.5,1,2026-09,1.4135,2026,8
-30.5,-84.5,1,2026-09,1.351,2026,8
-30.5,-83.5,1,2026-09,1.3402,2026,8
-30.5,-82.5,1,2026-09,1.3546,2026,8
-30.5,-81.5,1,2026-09,1.3588,2026,8
-30.5,-80.5,1,2026-09,1.2782,2026,8
-30.5,-79.5,1,2026-09,1.2836,2026,8
-30.5,-78.5,1,2026-09,1.286,2026,8
-30.5,-77.5,1,2026-09,1.3017,2026,8
-30.5,-76.5,1,2026-09,1.3778,2026,8
-30.5,-75.5,1,2026-09,1.4189,2026,8
-30.5,-74.5,1,2026-09,1.361,2026,8
-30.5,-73.5,1,2026-09,1.2184,2026,8
-30.5,-72.5,1,2026-09,1.2704,2026,8
-30.5,-71.5,1,2026-09,1.0778,2026,8
-30.5,-70.5,1,2026-09,0.4855,2026,8
-30.5,-69.5,1,2026-09,0.1501,2026,8
-30.5,-68.5,1,2026-09,1.3639,2026,8
-30.5,-67.5,1,2026-09,1.2765,2026,8
-30.5,-66.5,1,2026-09,1.3168,2026,8
-30.5,-65.5,1,2026-09,1.2189,2026,8
-30.5,-64.5,1,2026-09,0.8874,2026,8
-30.5,-63.5,1,2026-09,1.1151,2026,8
-30.5,-62.5,1,2026-09,0.9001,2026,8
-30.5,-61.5,1,2026-09,0.5253,2026,8
-30.5,-60.5,1,2026-09,0.403,2026,8
-30.5,-59.5,1,2026-09,0.4552,2026,8
-30.5,-58.5,1,2026-09,0.4665,2026,8
-30.5,-57.5,1,2026-09,0.5014,2026,8
-30.5,-56.5,1,2026-09,0.442,2026,8
-30.5,-55.5,1,2026-09,0.5111,2026,8
-30.5,-54.5,1,2026-09,0.5436,2026,8
-30.5,-53.5,1,2026-09,0.6303,2026,8
-30.5,-52.5,1,2026-09,0.6518,2026,8
-30.5,-51.5,1,2026-09,0.7011,2026,8
-30.5,-50.5,1,2026-09,0.6928,2026,8
-30.5,-49.5,1,2026-09,0.4621,2026,8
-30.5,-48.5,1,2026-09,0.2199,2026,8
-30.5,-47.5,1,2026-09,0.2692,2026,8
-30.5,-46.5,1,2026-09,0.2865,2026,8
-30.5,-45.5,1,2026-09,0.3092,2026,8
-30.5,-44.5,1,2026-09,0.3056,2026,8
-30.5,-43.5,1,2026-09,0.2711,2026,8
-30.5,-42.5,1,2026-09,0.3537,2026,8
-30.5,-41.5,1,2026-09,0.5097,2026,8
-30.5,-40.5,1,2026-09,0.5531,2026,8
-30.5,-39.5,1,2026-09,0.6288,2026,8
-30.5,-38.5,1,2026-09,0.703,2026,8
-30.5,-37.5,1,2026-09,0.7108,2026,8
-30.5,-36.5,1,2026-09,0.5849,2026,8
-30.5,-35.5,1,2026-09,0.4535,2026,8
-30.5,-34.5,1,2026-09,0.3813,2026,8
-30.5,-33.5,1,2026-09,0.413,2026,8
-30.5,-32.5,1,2026-09,0.4359,2026,8
-30.5,-31.5,1,2026-09,0.5482,2026,8
-30.5,-30.5,1,2026-09,0.6361,2026,8
-31.5,-89.5,1,2026-09,1.2587,2026,8
-31.5,-88.5,1,2026-09,1.3205,2026,8
-31.5,-87.5,1,2026-09,1.2594,2026,8
-31.5,-86.5,1,2026-09,1.3017,2026,8
-31.5,-85.5,1,2026-09,1.2899,2026,8
-31.5,-84.5,1,2026-09,1.2143,2026,8
-31.5,-83.5,1,2026-09,1.1818,2026,8
-31.5,-82.5,1,2026-09,1.227,2026,8
-31.5,-81.5,1,2026-09,1.2746,2026,8
-31.5,-80.5,1,2026-09,1.1806,2026,8
-31.5,-79.5,1,2026-09,1.1115,2026,8
-31.5,-78.5,1,2026-09,1.1606,2026,8
-31.5,-77.5,1,2026-09,1.2345,2026,8
-31.5,-76.5,1,2026-09,1.3363,2026,8
-31.5,-75.5,1,2026-09,1.3432,2026,8
-31.5,-74.5,1,2026-09,1.3498,2026,8
-31.5,-73.5,1,2026-09,1.2282,2026,8
-31.5,-72.5,1,2026-09,1.1557,2026,8
-31.5,-71.5,1,2026-09,1.3854,2026,8
-31.5,-70.5,1,2026-09,0.7477,2026,8
-31.5,-69.5,1,2026-09,0.5265,2026,8
-31.5,-68.5,1,2026-09,1.2006,2026,8
-31.5,-67.5,1,2026-09,1.1852,2026,8
-31.5,-66.5,1,2026-09,1.2987,2026,8
-31.5,-65.5,1,2026-09,1.0815,2026,8
-31.5,-64.5,1,2026-09,0.8251,2026,8
-31.5,-63.5,1,2026-09,1.2401,2026,8
-31.5,-62.5,1,2026-09,0.8549,2026,8
-31.5,-61.5,1,2026-09,0.6103,2026,8
-31.5,-60.5,1,2026-09,0.4967,2026,8
-31.5,-59.5,1,2026-09,0.4413,2026,8
-31.5,-58.5,1,2026-09,0.4416,2026,8
-31.5,-57.5,1,2026-09,0.464,2026,8
-31.5,-56.5,1,2026-09,0.4152,2026,8
-31.5,-55.5,1,2026-09,0.4711,2026,8
-31.5,-54.5,1,2026-09,0.4904,2026,8
-31.5,-53.5,1,2026-09,0.5033,2026,8
-31.5,-52.5,1,2026-09,0.5712,2026,8
-31.5,-51.5,1,2026-09,0.5978,2026,8
-31.5,-50.5,1,2026-09,0.4975,2026,8
-31.5,-49.5,1,2026-09,0.2726,2026,8
-31.5,-48.5,1,2026-09,0.2057,2026,8
-31.5,-47.5,1,2026-09,0.2138,2026,8
-31.5,-46.5,1,2026-09,0.14,2026,8
-31.5,-45.5,1,2026-09,0.091,2026,8
-31.5,-44.5,1,2026-09,0.0988,2026,8
-31.5,-43.5,1,2026-09,0.206,2026,8
-31.5,-42.5,1,2026-09,0.3336,2026,8
-31.5,-41.5,1,2026-09,0.4545,2026,8
-31.5,-40.5,1,2026-09,0.4521,2026,8
-31.5,-39.5,1,2026-09,0.4672,2026,8
-31.5,-38.5,1,2026-09,0.5202,2026,8
-31.5,-37.5,1,2026-09,0.5487,2026,8
-31.5,-36.5,1,2026-09,0.5636,2026,8
-31.5,-35.5,1,2026-09,0.558,2026,8
-31.5,-34.5,1,2026-09,0.4645,2026,8
-31.5,-33.5,1,2026-09,0.4633,2026,8
-31.5,-32.5,1,2026-09,0.5038,2026,8
-31.5,-31.5,1,2026-09,0.4865,2026,8
-31.5,-30.5,1,2026-09,0.5168,2026,8
-32.5,-89.5,1,2026-09,1.0546,2026,8
-32.5,-88.5,1,2026-09,1.1171,2026,8
-32.5,-87.5,1,2026-09,1.1393,2026,8
-32.5,-86.5,1,2026-09,1.1842,2026,8
-32.5,-85.5,1,2026-09,1.1593,2026,8
-32.5,-84.5,1,2026-09,1.0209,2026,8
-32.5,-83.5,1,2026-09,1.0175,2026,8
-32.5,-82.5,1,2026-09,1.0793,2026,8
-32.5,-81.5,1,2026-09,1.0727,2026,8
-32.5,-80.5,1,2026-09,1.0741,2026,8
-32.5,-79.5,1,2026-09,1.049,2026,8
-32.5,-78.5,1,2026-09,1.06,2026,8
-32.5,-77.5,1,2026-09,1.1083,2026,8
-32.5,-76.5,1,2026-09,1.226,2026,8
-32.5,-75.5,1,2026-09,1.2289,2026,8
-32.5,-74.5,1,2026-09,1.2008,2026,8
-32.5,-73.5,1,2026-09,1.2575,2026,8
-32.5,-72.5,1,2026-09,1.214,2026,8
-32.5,-71.5,1,2026-09,1.351,2026,8
-32.5,-70.5,1,2026-09,1.3417,2026,8
-32.5,-69.5,1,2026-09,0.4606,2026,8
-32.5,-68.5,1,2026-09,1.0407,2026,8
-32.5,-67.5,1,2026-09,1.1422,2026,8
-32.5,-66.5,1,2026-09,0.9518,2026,8
-32.5,-65.5,1,2026-09,0.922,2026,8
-32.5,-64.5,1,2026-09,0.7924,2026,8
-32.5,-63.5,1,2026-09,0.9223,2026,8
-32.5,-62.5,1,2026-09,0.7272,2026,8
-32.5,-61.5,1,2026-09,0.5309,2026,8
-32.5,-60.5,1,2026-09,0.496,2026,8
-32.5,-59.5,1,2026-09,0.4572,2026,8
-32.5,-58.5,1,2026-09,0.4408,2026,8
-32.5,-57.5,1,2026-09,0.4313,2026,8
-32.5,-56.5,1,2026-09,0.4152,2026,8
-32.5,-55.5,1,2026-09,0.4084,2026,8
-32.5,-54.5,1,2026-09,0.3861,2026,8
-32.5,-53.5,1,2026-09,0.4389,2026,8
-32.5,-52.5,1,2026-09,0.476,2026,8
-32.5,-51.5,1,2026-09,0.2995,2026,8
-32.5,-50.5,1,2026-09,0.2309,2026,8
-32.5,-49.5,1,2026-09,0.1867,2026,8
-32.5,-48.5,1,2026-09,0.1259,2026,8
-32.5,-47.5,1,2026-09,0.1447,2026,8
-32.5,-46.5,1,2026-09,0.1095,2026,8
-32.5,-45.5,1,2026-09,0.0758,2026,8
-32.5,-44.5,1,2026-09,0.1034,2026,8
-32.5,-43.5,1,2026-09,0.1999,2026,8
-32.5,-42.5,1,2026-09,0.3102,2026,8
-32.5,-41.5,1,2026-09,0.3573,2026,8
-32.5,-40.5,1,2026-09,0.3437,2026,8
-32.5,-39.5,1,2026-09,0.2826,2026,8
