lat,lon,anom,init_year,init_month
-41.5,-70.5,1.69,2026,4
-41.5,-69.5,1.05,2026,4
-41.5,-68.5,0.91,2026,4
-41.5,-67.5,0.72,2026,4
-41.5,-66.5,0.63,2026,4
-41.5,-65.5,0.6,2026,4
-41.5,-64.5,0.8,2026,4
-41.5,-63.5,0.99,2026,4
-41.5,-62.5,1.19,2026,4
-41.5,-61.5,1.4,2026,4
-41.5,-60.5,1.55,2026,4
-41.5,-59.5,1.54,2026,4
-41.5,-58.5,1.44,2026,4
-41.5,-57.5,1.39,2026,4
-41.5,-56.5,1.52,2026,4
-41.5,-55.5,1.89,2026,4
-41.5,-54.5,2.53,2026,4
-41.5,-53.5,3.59,2026,4
-41.5,-52.5,4.3,2026,4
-41.5,-51.5,4.31,2026,4
-41.5,-50.5,4.22,2026,4
-41.5,-49.5,4.2,2026,4
-41.5,-48.5,4.35,2026,4
-41.5,-47.5,4.4,2026,4
-41.5,-46.5,4.16,2026,4
-41.5,-45.5,4.02,2026,4
-41.5,-44.5,4.24,2026,4
-41.5,-43.5,4.51,2026,4
-41.5,-42.5,4.72,2026,4
-41.5,-41.5,4.78,2026,4
-41.5,-40.5,4.8,2026,4
-41.5,-39.5,4.99,2026,4
-41.5,-38.5,5.25,2026,4
-41.5,-37.5,5.32,2026,4
-41.5,-36.5,5.39,2026,4
-41.5,-35.5,5.39,2026,4
-41.5,-34.5,5.23,2026,4
-41.5,-33.5,5.31,2026,4
-41.5,-32.5,5.62,2026,4
-41.5,-31.5,5.83,2026,4
-41.5,-30.5,5.75,2026,4
-42.5,-89.5,3.98,2026,4
-42.5,-88.5,3.98,2026,4
-42.5,-87.5,3.93,2026,4
-42.5,-86.5,3.87,2026,4
-42.5,-85.5,3.79,2026,4
-42.5,-84.5,3.74,2026,4
-42.5,-83.5,3.74,2026,4
-42.5,-82.5,3.78,2026,4
-42.5,-81.5,3.72,2026,4
-42.5,-80.5,3.71,2026,4
-42.5,-79.5,3.78,2026,4
-42.5,-78.5,3.78,2026,4
-42.5,-77.5,3.95,2026,4
-42.5,-76.5,4.14,2026,4
-42.5,-75.5,4.46,2026,4
-42.5,-74.5,6.77,2026,4
-42.5,-73.5,7.71,2026,4
-42.5,-72.5,12.42,2026,4
-42.5,-71.5,5.44,2026,4
-42.5,-70.5,1.52,2026,4
-42.5,-69.5,1.06,2026,4
-42.5,-68.5,0.91,2026,4
-42.5,-67.5,0.69,2026,4
-42.5,-66.5,0.62,2026,4
-42.5,-65.5,0.59,2026,4
-42.5,-64.5,0.73,2026,4
-42.5,-63.5,0.99,2026,4
-42.5,-62.5,1.19,2026,4
-42.5,-61.5,1.31,2026,4
-42.5,-60.5,1.38,2026,4
-42.5,-59.5,1.35,2026,4
-42.5,-58.5,1.2,2026,4
-42.5,-57.5,1.29,2026,4
-42.5,-56.5,1.64,2026,4
-42.5,-55.5,2.21,2026,4
-42.5,-54.5,3.04,2026,4
-42.5,-53.5,3.88,2026,4
-42.5,-52.5,4.06,2026,4
-42.5,-51.5,3.91,2026,4
-42.5,-50.5,4.0,2026,4
-42.5,-49.5,4.22,2026,4
-42.5,-48.5,4.29,2026,4
-42.5,-47.5,4.11,2026,4
-42.5,-46.5,3.88,2026,4
-42.5,-45.5,3.84,2026,4
-42.5,-44.5,3.89,2026,4
-42.5,-43.5,4.03,2026,4
-42.5,-42.5,4.19,2026,4
-42.5,-41.5,4.35,2026,4
-42.5,-40.5,4.47,2026,4
-42.5,-39.5,4.57,2026,4
-42.5,-38.5,4.6,2026,4
-42.5,-37.5,4.69,2026,4
-42.5,-36.5,4.81,2026,4
-42.5,-35.5,4.7,2026,4
-42.5,-34.5,4.67,2026,4
-42.5,-33.5,4.76,2026,4
-42.5,-32.5,4.9,2026,4
-42.5,-31.5,4.93,2026,4
-42.5,-30.5,4.78,2026,4
-43.5,-89.5,4.03,2026,4
-43.5,-88.5,3.94,2026,4
-43.5,-87.5,3.9,2026,4
-43.5,-86.5,3.86,2026,4
-43.5,-85.5,3.82,2026,4
-43.5,-84.5,3.82,2026,4
-43.5,-83.5,3.8,2026,4
-43.5,-82.5,3.84,2026,4
-43.5,-81.5,3.84,2026,4
-43.5,-80.5,3.71,2026,4
-43.5,-79.5,3.78,2026,4
-43.5,-78.5,3.76,2026,4
-43.5,-77.5,4.0,2026,4
-43.5,-76.5,4.34,2026,4
-43.5,-75.5,4.78,2026,4
-43.5,-74.5,6.12,2026,4
-43.5,-73.5,10.3,2026,4
-43.5,-72.5,13.18,2026,4
-43.5,-71.5,4.89,2026,4
-43.5,-70.5,1.59,2026,4
-43.5,-69.5,0.96,2026,4
-43.5,-68.5,0.74,2026,4
-43.5,-67.5,0.64,2026,4
-43.5,-66.5,0.57,2026,4
-43.5,-65.5,0.61,2026,4
-43.5,-64.5,0.9,2026,4
-43.5,-63.5,1.16,2026,4
-43.5,-62.5,1.26,2026,4
-43.5,-61.5,1.29,2026,4
-43.5,-60.5,1.29,2026,4
-43.5,-59.5,1.12,2026,4
-43.5,-58.5,1.14,2026,4
-43.5,-57.5,1.49,2026,4
-43.5,-56.5,1.9,2026,4
-43.5,-55.5,2.45,2026,4
-43.5,-54.5,3.14,2026,4
-43.5,-53.5,3.63,2026,4
-43.5,-52.5,3.76,2026,4
-43.5,-51.5,3.68,2026,4
-43.5,-50.5,3.73,2026,4
-43.5,-49.5,3.74,2026,4
-43.5,-48.5,3.66,2026,4
-43.5,-47.5,3.58,2026,4
-43.5,-46.5,3.6,2026,4
-43.5,-45.5,3.6,2026,4
-43.5,-44.5,3.63,2026,4
-43.5,-43.5,3.66,2026,4
-43.5,-42.5,3.77,2026,4
-43.5,-41.5,3.88,2026,4
-43.5,-40.5,3.98,2026,4
-43.5,-39.5,4.05,2026,4
-43.5,-38.5,4.12,2026,4
-43.5,-37.5,4.32,2026,4
-43.5,-36.5,4.51,2026,4
-43.5,-35.5,4.58,2026,4
-43.5,-34.5,4.64,2026,4
-43.5,-33.5,4.62,2026,4
-43.5,-32.5,4.55,2026,4
-43.5,-31.5,4.46,2026,4
-43.5,-30.5,4.41,2026,4
-44.5,-89.5,3.96,2026,4
-44.5,-88.5,3.92,2026,4
-44.5,-87.5,3.81,2026,4
-44.5,-86.5,3.81,2026,4
-44.5,-85.5,3.83,2026,4
-44.5,-84.5,3.77,2026,4
-44.5,-83.5,3.71,2026,4
-44.5,-82.5,3.77,2026,4
-44.5,-81.5,3.89,2026,4
-44.5,-80.5,3.81,2026,4
-44.5,-79.5,3.76,2026,4
-44.5,-78.5,3.96,2026,4
-44.5,-77.5,4.08,2026,4
-44.5,-76.5,4.71,2026,4
-44.5,-75.5,5.51,2026,4
-44.5,-74.5,8.38,2026,4
-44.5,-73.5,12.18,2026,4
-44.5,-72.5,11.55,2026,4
-44.5,-71.5,4.24,2026,4
-44.5,-70.5,1.48,2026,4
-44.5,-69.5,0.97,2026,4
-44.5,-68.5,0.77,2026,4
-44.5,-67.5,0.69,2026,4
-44.5,-66.5,0.69,2026,4
-44.5,-65.5,0.88,2026,4
-44.5,-64.5,1.12,2026,4
-44.5,-63.5,1.2,2026,4
-44.5,-62.5,1.27,2026,4
-44.5,-61.5,1.35,2026,4
-44.5,-60.5,1.26,2026,4
-44.5,-59.5,1.1,2026,4
-44.5,-58.5,1.21,2026,4
-44.5,-57.5,1.66,2026,4
-44.5,-56.5,2.1,2026,4
-44.5,-55.5,2.5,2026,4
-44.5,-54.5,3.08,2026,4
-44.5,-53.5,3.54,2026,4
-44.5,-52.5,3.65,2026,4
-44.5,-51.5,3.58,2026,4
-44.5,-50.5,3.59,2026,4
-44.5,-49.5,3.55,2026,4
-44.5,-48.5,3.55,2026,4
-44.5,-47.5,3.6,2026,4
-44.5,-46.5,3.67,2026,4
-44.5,-45.5,3.75,2026,4
-44.5,-44.5,3.79,2026,4
-44.5,-43.5,3.86,2026,4
-44.5,-42.5,3.88,2026,4
-44.5,-41.5,3.91,2026,4
-44.5,-40.5,3.95,2026,4
-44.5,-39.5,4.03,2026,4
-44.5,-38.5,4.09,2026,4
-44.5,-37.5,4.16,2026,4
-44.5,-36.5,4.19,2026,4
-44.5,-35.5,4.23,2026,4
-44.5,-34.5,4.26,2026,4
-44.5,-33.5,4.2,2026,4
-44.5,-32.5,4.14,2026,4
-44.5,-31.5,4.09,2026,4
-44.5,-30.5,4.11,2026,4
-45.5,-89.5,3.83,2026,4
-45.5,-88.5,3.81,2026,4
-45.5,-87.5,3.8,2026,4
-45.5,-86.5,3.83,2026,4
-45.5,-85.5,3.93,2026,4
-45.5,-84.5,3.83,2026,4
-45.5,-83.5,3.69,2026,4
-45.5,-82.5,3.75,2026,4
-45.5,-81.5,3.76,2026,4
-45.5,-80.5,3.77,2026,4
-45.5,-79.5,3.79,2026,4
-45.5,-78.5,3.97,2026,4
-45.5,-77.5,4.4,2026,4
-45.5,-76.5,5.03,2026,4
-45.5,-75.5,7.55,2026,4
-45.5,-74.5,10.46,2026,4
-45.5,-73.5,12.17,2026,4
-45.5,-72.5,9.11,2026,4
-45.5,-71.5,3.17,2026,4
-45.5,-70.5,1.32,2026,4
-45.5,-69.5,0.92,2026,4
-45.5,-68.5,0.79,2026,4
-45.5,-67.5,0.84,2026,4
-45.5,-66.5,0.98,2026,4
-45.5,-65.5,1.03,2026,4
-45.5,-64.5,1.12,2026,4
-45.5,-63.5,1.2,2026,4
-45.5,-62.5,1.34,2026,4
-45.5,-61.5,1.36,2026,4
-45.5,-60.5,1.27,2026,4
-45.5,-59.5,1.13,2026,4
-45.5,-58.5,1.26,2026,4
-45.5,-57.5,1.76,2026,4
-45.5,-56.5,2.26,2026,4
-45.5,-55.5,2.64,2026,4
-45.5,-54.5,3.11,2026,4
-45.5,-53.5,3.55,2026,4
-45.5,-52.5,3.73,2026,4
-45.5,-51.5,3.63,2026,4
-45.5,-50.5,3.61,2026,4
-45.5,-49.5,3.65,2026,4
-45.5,-48.5,3.71,2026,4
-45.5,-47.5,3.73,2026,4
-45.5,-46.5,3.83,2026,4
-45.5,-45.5,3.89,2026,4
-45.5,-44.5,3.95,2026,4
-45.5,-43.5,3.99,2026,4
-45.5,-42.5,3.94,2026,4
-45.5,-41.5,3.99,2026,4
-45.5,-40.5,4.1,2026,4
-45.5,-39.5,4.18,2026,4
-45.5,-38.5,4.16,2026,4
-45.5,-37.5,4.13,2026,4
-45.5,-36.5,4.12,2026,4
-45.5,-35.5,4.13,2026,4
-45.5,-34.5,4.13,2026,4
-45.5,-33.5,4.11,2026,4
-45.5,-32.5,4.07,2026,4
-45.5,-31.5,4.07,2026,4
-45.5,-30.5,4.02,2026,4
-46.5,-89.5,3.76,2026,4
-46.5,-88.5,3.78,2026,4
-46.5,-87.5,3.82,2026,4
-46.5,-86.5,3.84,2026,4
-46.5,-85.5,3.93,2026,4
-46.5,-84.5,3.88,2026,4
-46.5,-83.5,3.7,2026,4
-46.5,-82.5,3.64,2026,4
-46.5,-81.5,3.6,2026,4
-46.5,-80.5,3.64,2026,4
-46.5,-79.5,3.83,2026,4
-46.5,-78.5,3.97,2026,4
-46.5,-77.5,4.57,2026,4
-46.5,-76.5,5.66,2026,4
-46.5,-75.5,8.63,2026,4
-46.5,-74.5,9.94,2026,4
-46.5,-73.5,12.88,2026,4
-46.5,-72.5,7.02,2026,4
-46.5,-71.5,2.49,2026,4
-46.5,-70.5,1.15,2026,4
-46.5,-69.5,0.86,2026,4
-46.5,-68.5,0.77,2026,4
-46.5,-67.5,0.79,2026,4
-46.5,-66.5,0.83,2026,4
-46.5,-65.5,0.94,2026,4
-46.5,-64.5,1.09,2026,4
-46.5,-63.5,1.27,2026,4
-46.5,-62.5,1.36,2026,4
-46.5,-61.5,1.31,2026,4
-46.5,-60.5,1.27,2026,4
-46.5,-59.5,1.15,2026,4
-46.5,-58.5,1.3,2026,4
-46.5,-57.5,1.75,2026,4
-46.5,-56.5,2.2,2026,4
-46.5,-55.5,2.57,2026,4
-46.5,-54.5,3.08,2026,4
-46.5,-53.5,3.64,2026,4
-46.5,-52.5,3.81,2026,4
-46.5,-51.5,3.84,2026,4
-46.5,-50.5,3.78,2026,4
-46.5,-49.5,3.75,2026,4
-46.5,-48.5,3.72,2026,4
-46.5,-47.5,3.8,2026,4
-46.5,-46.5,3.9,2026,4
-46.5,-45.5,3.94,2026,4
-46.5,-44.5,4.04,2026,4
-46.5,-43.5,3.98,2026,4
-46.5,-42.5,3.91,2026,4
-46.5,-41.5,4.0,2026,4
-46.5,-40.5,4.14,2026,4
-46.5,-39.5,4.19,2026,4
-46.5,-38.5,4.16,2026,4
-46.5,-37.5,4.14,2026,4
-46.5,-36.5,4.17,2026,4
-46.5,-35.5,4.16,2026,4
-46.5,-34.5,4.15,2026,4
-46.5,-33.5,4.13,2026,4
-46.5,-32.5,4.1,2026,4
-46.5,-31.5,4.09,2026,4
-46.5,-30.5,4.08,2026,4
-47.5,-89.5,3.75,2026,4
-47.5,-88.5,3.76,2026,4
-47.5,-87.5,3.77,2026,4
-47.5,-86.5,3.75,2026,4
-47.5,-85.5,3.82,2026,4
-47.5,-84.5,3.86,2026,4
-47.5,-83.5,3.74,2026,4
-47.5,-82.5,3.69,2026,4
-47.5,-81.5,3.66,2026,4
-47.5,-80.5,3.75,2026,4
-47.5,-79.5,3.89,2026,4
-47.5,-78.5,4.11,2026,4
-47.5,-77.5,4.82,2026,4
-47.5,-76.5,5.82,2026,4
-47.5,-75.5,8.67,2026,4
-47.5,-74.5,13.52,2026,4
-47.5,-73.5,12.45,2026,4
-47.5,-72.5,6.05,2026,4
-47.5,-71.5,2.16,2026,4
-47.5,-70.5,1.02,2026,4
-47.5,-69.5,0.86,2026,4
-47.5,-68.5,0.75,2026,4
-47.5,-67.5,0.69,2026,4
-47.5,-66.5,0.7,2026,4
-47.5,-65.5,0.99,2026,4
-47.5,-64.5,1.3,2026,4
-47.5,-63.5,1.37,2026,4
-47.5,-62.5,1.38,2026,4
-47.5,-61.5,1.37,2026,4
-47.5,-60.5,1.37,2026,4
-47.5,-59.5,1.3,2026,4
-47.5,-58.5,1.35,2026,4
-47.5,-57.5,1.6,2026,4
-47.5,-56.5,1.88,2026,4
-47.5,-55.5,2.29,2026,4
-47.5,-54.5,2.87,2026,4
-47.5,-53.5,3.41,2026,4
-47.5,-52.5,3.72,2026,4
-47.5,-51.5,3.78,2026,4
-47.5,-50.5,3.75,2026,4
-47.5,-49.5,3.75,2026,4
-47.5,-48.5,3.77,2026,4
-47.5,-47.5,3.81,2026,4
-47.5,-46.5,3.93,2026,4
-47.5,-45.5,4.03,2026,4
-47.5,-44.5,4.09,2026,4
-47.5,-43.5,4.06,2026,4
-47.5,-42.5,3.99,2026,4
-47.5,-41.5,3.98,2026,4
-47.5,-40.5,4.01,2026,4
-47.5,-39.5,4.07,2026,4
-47.5,-38.5,4.13,2026,4
-47.5,-37.5,4.2,2026,4
-47.5,-36.5,4.2,2026,4
-47.5,-35.5,4.11,2026,4
-47.5,-34.5,3.98,2026,4
-47.5,-33.5,3.81,2026,4
-47.5,-32.5,3.83,2026,4
-47.5,-31.5,3.91,2026,4
-47.5,-30.5,3.97,2026,4
-48.5,-89.5,3.72,2026,4
-48.5,-88.5,3.67,2026,4
-48.5,-87.5,3.64,2026,4
-48.5,-86.5,3.67,2026,4
-48.5,-85.5,3.67,2026,4
-48.5,-84.5,3.74,2026,4
-48.5,-83.5,3.75,2026,4
-48.5,-82.5,3.69,2026,4
-48.5,-81.5,3.78,2026,4
-48.5,-80.5,3.86,2026,4
-48.5,-79.5,4.18,2026,4
-48.5,-78.5,4.3,2026,4
-48.5,-77.5,5.33,2026,4
-48.5,-76.5,6.52,2026,4
-48.5,-75.5,10.63,2026,4
-48.5,-74.5,13.62,2026,4
-48.5,-73.5,13.96,2026,4
-48.5,-72.5,6.73,2026,4
-48.5,-71.5,2.2,2026,4
-48.5,-70.5,1.05,2026,4
-48.5,-69.5,0.88,2026,4
-48.5,-68.5,0.74,2026,4
-48.5,-67.5,0.76,2026,4
-48.5,-66.5,1.04,2026,4
-48.5,-65.5,1.39,2026,4
-48.5,-64.5,1.44,2026,4
-48.5,-63.5,1.44,2026,4
-48.5,-62.5,1.46,2026,4
-48.5,-61.5,1.54,2026,4
-48.5,-60.5,1.59,2026,4
-48.5,-59.5,1.59,2026,4
-48.5,-58.5,1.57,2026,4
-48.5,-57.5,1.62,2026,4
-48.5,-56.5,1.69,2026,4
-48.5,-55.5,1.82,2026,4
-48.5,-54.5,2.13,2026,4
-48.5,-53.5,2.63,2026,4
-48.5,-52.5,3.11,2026,4
-48.5,-51.5,3.35,2026,4
-48.5,-50.5,3.52,2026,4
-48.5,-49.5,3.62,2026,4
-48.5,-48.5,3.65,2026,4
-48.5,-47.5,3.68,2026,4
-48.5,-46.5,3.78,2026,4
-48.5,-45.5,3.95,2026,4
-48.5,-44.5,3.96,2026,4
-48.5,-43.5,3.84,2026,4
-48.5,-42.5,3.7,2026,4
-48.5,-41.5,3.52,2026,4
-48.5,-40.5,3.5,2026,4
-48.5,-39.5,3.59,2026,4
-48.5,-38.5,3.6,2026,4
-48.5,-37.5,3.53,2026,4
-48.5,-36.5,3.4,2026,4
-48.5,-35.5,3.35,2026,4
-48.5,-34.5,3.34,2026,4
-48.5,-33.5,3.49,2026,4
-48.5,-32.5,3.64,2026,4
-48.5,-31.5,3.73,2026,4
-48.5,-30.5,3.79,2026,4
-49.5,-89.5,3.49,2026,4
-49.5,-88.5,3.46,2026,4
-49.5,-87.5,3.47,2026,4
-49.5,-86.5,3.54,2026,4
-49.5,-85.5,3.49,2026,4
-49.5,-84.5,3.56,2026,4
-49.5,-83.5,3.58,2026,4
-49.5,-82.5,3.58,2026,4
-49.5,-81.5,3.73,2026,4
-49.5,-80.5,3.81,2026,4
-49.5,-79.5,4.22,2026,4
-49.5,-78.5,4.41,2026,4
-49.5,-77.5,5.34,2026,4
-49.5,-76.5,6.91,2026,4
-49.5,-75.5,10.91,2026,4
-49.5,-74.5,13.12,2026,4
-49.5,-73.5,11.1,2026,4
-49.5,-72.5,4.15,2026,4
-49.5,-71.5,1.51,2026,4
-49.5,-70.5,0.94,2026,4
-49.5,-69.5,0.79,2026,4
-49.5,-68.5,0.79,2026,4
-49.5,-67.5,1.07,2026,4
-49.5,-66.5,1.4,2026,4
-49.5,-65.5,1.46,2026,4
-49.5,-64.5,1.38,2026,4
-49.5,-63.5,1.47,2026,4
-49.5,-62.5,1.51,2026,4
-49.5,-61.5,1.62,2026,4
-49.5,-60.5,1.78,2026,4
-49.5,-59.5,1.82,2026,4
-49.5,-58.5,1.9,2026,4
-49.5,-57.5,1.95,2026,4
-49.5,-56.5,1.97,2026,4
-49.5,-55.5,2.01,2026,4
-49.5,-54.5,2.0,2026,4
-49.5,-53.5,2.15,2026,4
-49.5,-52.5,2.33,2026,4
-49.5,-51.5,2.46,2026,4
-49.5,-50.5,2.55,2026,4
-49.5,-49.5,2.75,2026,4
-49.5,-48.5,2.9,2026,4
-49.5,-47.5,2.91,2026,4
-49.5,-46.5,3.03,2026,4
-49.5,-45.5,3.06,2026,4
-49.5,-44.5,3.01,2026,4
-49.5,-43.5,3.0,2026,4
-49.5,-42.5,2.98,2026,4
-49.5,-41.5,2.89,2026,4
-49.5,-40.5,2.83,2026,4
-49.5,-39.5,2.87,2026,4
-49.5,-38.5,3.01,2026,4
-49.5,-37.5,3.09,2026,4
-49.5,-36.5,3.15,2026,4
-49.5,-35.5,3.18,2026,4
-49.5,-34.5,3.28,2026,4
-49.5,-33.5,3.48,2026,4
-49.5,-32.5,3.64,2026,4
-49.5,-31.5,3.73,2026,4
-49.5,-30.5,3.73,2026,4
-50.5,-89.5,3.34,2026,4
-50.5,-88.5,3.34,2026,4
-50.5,-87.5,3.38,2026,4
-50.5,-86.5,3.39,2026,4
-50.5,-85.5,3.39,2026,4
-50.5,-84.5,3.43,2026,4
-50.5,-83.5,3.5,2026,4
-50.5,-82.5,3.5,2026,4
-50.5,-81.5,3.75,2026,4
-50.5,-80.5,3.79,2026,4
-50.5,-79.5,4.19,2026,4
-50.5,-78.5,4.29,2026,4
-50.5,-77.5,5.18,2026,4
-50.5,-76.5,6.38,2026,4
-50.5,-75.5,9.5,2026,4
-50.5,-74.5,12.67,2026,4
-50.5,-73.5,11.17,2026,4
-50.5,-72.5,4.14,2026,4
-50.5,-71.5,1.56,2026,4
-50.5,-70.5,1.04,2026,4
-50.5,-69.5,0.92,2026,4
-50.5,-68.5,1.09,2026,4
-50.5,-67.5,1.42,2026,4
-50.5,-66.5,1.42,2026,4
-50.5,-65.5,1.41,2026,4
-50.5,-64.5,1.39,2026,4
-50.5,-63.5,1.48,2026,4
-50.5,-62.5,1.62,2026,4
-50.5,-61.5,1.68,2026,4
-50.5,-60.5,1.85,2026,4
-50.5,-59.5,1.92,2026,4
-50.5,-58.5,2.01,2026,4
-50.5,-57.5,2.04,2026,4
-50.5,-56.5,2.11,2026,4
-50.5,-55.5,2.15,2026,4
-50.5,-54.5,2.16,2026,4
-50.5,-53.5,2.21,2026,4
-50.5,-52.5,2.37,2026,4
-50.5,-51.5,2.42,2026,4
-50.5,-50.5,2.37,2026,4
-50.5,-49.5,2.43,2026,4
-50.5,-48.5,2.57,2026,4
-50.5,-47.5,2.69,2026,4
-50.5,-46.5,2.77,2026,4
-50.5,-45.5,2.8,2026,4
-50.5,-44.5,2.86,2026,4
-50.5,-43.5,2.98,2026,4
-50.5,-42.5,2.99,2026,4
-50.5,-41.5,2.91,2026,4
-50.5,-40.5,2.78,2026,4
-50.5,-39.5,2.81,2026,4
-50.5,-38.5,3.09,2026,4
-50.5,-37.5,3.19,2026,4
-50.5,-36.5,3.17,2026,4
-50.5,-35.5,3.12,2026,4
-50.5,-34.5,3.05,2026,4
-50.5,-33.5,3.13,2026,4
-50.5,-32.5,3.25,2026,4
-50.5,-31.5,3.33,2026,4
-50.5,-30.5,3.4,2026,4
-51.5,-89.5,3.29,2026,4
-51.5,-88.5,3.38,2026,4
-51.5,-87.5,3.39,2026,4
-51.5,-86.5,3.36,2026,4
-51.5,-85.5,3.32,2026,4
-51.5,-84.5,3.33,2026,4
-51.5,-83.5,3.4,2026,4
-51.5,-82.5,3.44,2026,4
-51.5,-81.5,3.59,2026,4
-51.5,-80.5,3.68,2026,4
-51.5,-79.5,3.91,2026,4
-51.5,-78.5,4.09,2026,4
-51.5,-77.5,4.75,2026,4
-51.5,-76.5,5.51,2026,4
-51.5,-75.5,8.03,2026,4
-51.5,-74.5,10.0,2026,4
-51.5,-73.5,9.67,2026,4
-51.5,-72.5,4.69,2026,4
-51.5,-71.5,1.97,2026,4
-51.5,-70.5,1.25,2026,4
-51.5,-69.5,1.06,2026,4
-51.5,-68.5,1.2,2026,4
-51.5,-67.5,1.46,2026,4
-51.5,-66.5,1.43,2026,4
-51.5,-65.5,1.44,2026,4
-51.5,-64.5,1.48,2026,4
-51.5,-63.5,1.6,2026,4
-51.5,-62.5,1.7,2026,4
-51.5,-61.5,1.81,2026,4
-51.5,-60.5,1.74,2026,4
-51.5,-59.5,1.62,2026,4
-51.5,-58.5,1.65,2026,4
-51.5,-57.5,1.98,2026,4
-51.5,-56.5,2.22,2026,4
-51.5,-55.5,2.27,2026,4
-51.5,-54.5,2.24,2026,4
-51.5,-53.5,2.29,2026,4
-51.5,-52.5,2.46,2026,4
-51.5,-51.5,2.58,2026,4
-51.5,-50.5,2.56,2026,4
-51.5,-49.5,2.55,2026,4
-51.5,-48.5,2.57,2026,4
-51.5,-47.5,2.61,2026,4
-51.5,-46.5,2.7,2026,4
-51.5,-45.5,2.81,2026,4
-51.5,-44.5,2.87,2026,4
-51.5,-43.5,2.91,2026,4
-51.5,-42.5,2.94,2026,4
-51.5,-41.5,2.84,2026,4
-51.5,-40.5,2.82,2026,4
-51.5,-39.5,2.89,2026,4
-51.5,-38.5,3.02,2026,4
-51.5,-37.5,3.03,2026,4
-51.5,-36.5,2.97,2026,4
-51.5,-35.5,3.0,2026,4
-51.5,-34.5,2.95,2026,4
-51.5,-33.5,2.88,2026,4
-51.5,-32.5,2.91,2026,4
-51.5,-31.5,3.03,2026,4
-51.5,-30.5,3.15,2026,4
-52.5,-89.5,3.26,2026,4
-52.5,-88.5,3.32,2026,4
-52.5,-87.5,3.34,2026,4
-52.5,-86.5,3.34,2026,4
-52.5,-85.5,3.32,2026,4
-52.5,-84.5,3.3,2026,4
-52.5,-83.5,3.36,2026,4
-52.5,-82.5,3.39,2026,4
-52.5,-81.5,3.48,2026,4
-52.5,-80.5,3.48,2026,4
-52.5,-79.5,3.68,2026,4
-52.5,-78.5,3.83,2026,4
-52.5,-77.5,4.3,2026,4
-52.5,-76.5,4.69,2026,4
-52.5,-75.5,6.13,2026,4
-52.5,-74.5,7.93,2026,4
-52.5,-73.5,9.8,2026,4
-52.5,-72.5,5.8,2026,4
-52.5,-71.5,2.65,2026,4
-52.5,-70.5,1.7,2026,4
-52.5,-69.5,1.41,2026,4
-52.5,-68.5,1.34,2026,4
-52.5,-67.5,1.49,2026,4
-52.5,-66.5,1.51,2026,4
-52.5,-65.5,1.54,2026,4
-52.5,-64.5,1.59,2026,4
-52.5,-63.5,1.69,2026,4
-52.5,-62.5,1.8,2026,4
-52.5,-61.5,1.96,2026,4
-52.5,-60.5,2.16,2026,4
-52.5,-59.5,2.12,2026,4
-52.5,-58.5,2.32,2026,4
-52.5,-57.5,2.37,2026,4
-52.5,-56.5,2.3,2026,4
-52.5,-55.5,2.26,2026,4
-52.5,-54.5,2.25,2026,4
-52.5,-53.5,2.39,2026,4
-52.5,-52.5,2.5,2026,4
-52.5,-51.5,2.57,2026,4
-52.5,-50.5,2.61,2026,4
-52.5,-49.5,2.63,2026,4
-52.5,-48.5,2.66,2026,4
-52.5,-47.5,2.68,2026,4
-52.5,-46.5,2.73,2026,4
-52.5,-45.5,2.77,2026,4
-52.5,-44.5,2.85,2026,4
-52.5,-43.5,2.87,2026,4
-52.5,-42.5,2.84,2026,4
-52.5,-41.5,2.81,2026,4
-52.5,-40.5,2.93,2026,4
-52.5,-39.5,3.0,2026,4
-52.5,-38.5,2.98,2026,4
-52.5,-37.5,2.85,2026,4
-52.5,-36.5,2.8,2026,4
-52.5,-35.5,2.84,2026,4
-52.5,-34.5,2.89,2026,4
-52.5,-33.5,2.9,2026,4
-52.5,-32.5,2.84,2026,4
-52.5,-31.5,2.99,2026,4
-52.5,-30.5,3.17,2026,4
-53.5,-89.5,3.22,2026,4
-53.5,-88.5,3.27,2026,4
-53.5,-87.5,3.26,2026,4
-53.5,-86.5,3.27,2026,4
-53.5,-85.5,3.3,2026,4
-53.5,-84.5,3.35,2026,4
-53.5,-83.5,3.35,2026,4
-53.5,-82.5,3.37,2026,4
-53.5,-81.5,3.42,2026,4
-53.5,-80.5,3.42,2026,4
-53.5,-79.5,3.53,2026,4
-53.5,-78.5,3.77,2026,4
-53.5,-77.5,4.05,2026,4
-53.5,-76.5,4.15,2026,4
-53.5,-75.5,5.02,2026,4
-53.5,-74.5,5.98,2026,4
-53.5,-73.5,9.57,2026,4
-53.5,-72.5,6.99,2026,4
-53.5,-71.5,4.05,2026,4
-53.5,-70.5,2.68,2026,4
-53.5,-69.5,2.17,2026,4
-53.5,-68.5,1.59,2026,4
-53.5,-67.5,1.42,2026,4
-53.5,-66.5,1.47,2026,4
-53.5,-65.5,1.61,2026,4
-53.5,-64.5,1.75,2026,4
-53.5,-63.5,1.84,2026,4
-53.5,-62.5,1.99,2026,4
-53.5,-61.5,2.07,2026,4
-53.5,-60.5,2.18,2026,4
-53.5,-59.5,2.25,2026,4
-53.5,-58.5,2.29,2026,4
-53.5,-57.5,2.31,2026,4
-53.5,-56.5,2.33,2026,4
