lat,lon,sst,anom,date
-49.875,22.125,2.671,0.105,2026-06
-49.875,24.125,2.971,0.487,2026-06
-49.875,26.125,1.99,-0.415,2026-06
-49.875,28.125,1.957,-0.917,2026-06
-49.875,30.125,2.544,-1.364,2026-06
-49.875,32.125,4.8,1.219,2026-06
-49.875,34.125,3.568,0.462,2026-06
-49.875,36.125,4.064,0.705,2026-06
-49.875,38.125,4.025,0.606,2026-06
-49.875,40.125,4.001,0.742,2026-06
-49.875,42.125,3.834,0.765,2026-06
-49.875,44.125,4.449,0.905,2026-06
-49.875,46.125,4.429,1.25,2026-06
-49.875,48.125,4.148,0.677,2026-06
-49.875,50.125,4.776,1.303,2026-06
-49.875,52.125,4.947,1.305,2026-06
-49.875,54.125,4.519,0.727,2026-06
-49.875,56.125,4.81,1.028,2026-06
-49.875,58.125,4.594,0.943,2026-06
-49.875,60.125,4.957,1.111,2026-06
-49.875,62.125,4.635,0.808,2026-06
-49.875,64.125,4.665,1.166,2026-06
-49.875,66.125,4.288,0.971,2026-06
-49.875,68.125,4.684,1.227,2026-06
-49.875,70.125,4.725,1.368,2026-06
-49.875,72.125,3.54,0.923,2026-06
-49.875,74.125,3.016,0.461,2026-06
-49.875,76.125,3.345,0.409,2026-06
-49.875,78.125,5.732,2.102,2026-06
-49.875,80.125,5.825,1.675,2026-06
-49.875,82.125,5.356,0.697,2026-06
-49.875,84.125,7.077,1.584,2026-06
-49.875,86.125,5.24,-0.433,2026-06
-49.875,88.125,6.593,0.944,2026-06
-49.875,90.125,6.82,0.539,2026-06
-49.875,92.125,6.447,-0.245,2026-06
-49.875,94.125,5.908,-0.079,2026-06
-49.875,96.125,5.332,-0.216,2026-06
-49.875,98.125,4.618,-0.415,2026-06
-49.875,100.125,4.743,0.117,2026-06
-49.875,102.125,5.226,0.722,2026-06
-49.875,104.125,5.038,0.723,2026-06
-49.875,106.125,4.224,0.042,2026-06
-49.875,108.125,4.188,0.002,2026-06
-49.875,110.125,4.385,0.212,2026-06
-49.875,112.125,4.993,0.708,2026-06
-49.875,114.125,5.039,0.233,2026-06
-49.875,116.125,6.121,0.697,2026-06
-49.875,118.125,6.703,0.485,2026-06
-49.875,120.125,6.326,0.089,2026-06
-49.875,122.125,7.258,1.107,2026-06
-49.875,124.125,7.341,0.67,2026-06
-49.875,126.125,6.68,-0.282,2026-06
-49.875,128.125,7.267,-0.057,2026-06
-49.875,130.125,7.402,0.241,2026-06
-49.875,132.125,7.699,0.576,2026-06
-49.875,134.125,7.244,0.324,2026-06
-49.875,136.125,7.126,0.229,2026-06
-49.875,138.125,7.484,0.552,2026-06
-49.875,140.125,7.922,0.402,2026-06
-49.875,142.125,9.214,0.887,2026-06
-49.875,144.125,8.443,0.234,2026-06
-49.875,146.125,8.563,0.476,2026-06
-49.875,148.125,8.607,0.455,2026-06
-49.875,150.125,9.868,2.102,2026-06
-49.875,152.125,9.623,1.508,2026-06
-49.875,154.125,10.047,1.569,2026-06
-49.875,156.125,9.758,0.973,2026-06
-49.875,158.125,10.013,1.28,2026-06
-49.875,160.125,10.126,1.489,2026-06
-49.875,162.125,10.202,1.615,2026-06
-49.875,164.125,10.139,1.096,2026-06
-49.875,166.125,10.486,1.256,2026-06
-49.875,168.125,9.284,0.951,2026-06
-49.875,170.125,9.387,0.942,2026-06
-49.875,172.125,9.264,0.928,2026-06
-49.875,174.125,8.513,0.735,2026-06
-49.875,176.125,7.952,0.617,2026-06
-49.875,178.125,7.638,0.733,2026-06
-49.875,-179.875,7.843,0.763,2026-06
-49.875,-177.875,8.649,0.829,2026-06
-49.875,-175.875,9.666,0.929,2026-06
-49.875,-173.875,11.788,2.316,2026-06
-49.875,-171.875,10.544,1.281,2026-06
-49.875,-169.875,10.144,1.145,2026-06
-49.875,-167.875,10.865,1.318,2026-06
-49.875,-165.875,10.832,1.264,2026-06
-49.875,-163.875,10.335,1.141,2026-06
-49.875,-161.875,8.351,-0.343,2026-06
-49.875,-159.875,9.428,0.12,2026-06
-49.875,-157.875,10.184,0.574,2026-06
-49.875,-155.875,9.976,0.546,2026-06
-49.875,-153.875,8.476,-0.811,2026-06
-49.875,-151.875,9.302,0.232,2026-06
-49.875,-149.875,8.976,-0.029,2026-06
-49.875,-147.875,8.769,-0.158,2026-06
-49.875,-145.875,9.292,0.514,2026-06
-49.875,-143.875,9.122,0.474,2026-06
-49.875,-141.875,9.032,0.493,2026-06
-49.875,-139.875,8.366,-0.023,2026-06
-49.875,-137.875,8.548,0.28,2026-06
-49.875,-135.875,8.48,0.286,2026-06
-49.875,-133.875,8.351,0.344,2026-06
-49.875,-131.875,8.139,0.228,2026-06
-49.875,-129.875,8.369,0.582,2026-06
-49.875,-127.875,8.03,0.371,2026-06
-49.875,-125.875,8.024,0.484,2026-06
-49.875,-123.875,7.794,0.448,2026-06
-49.875,-121.875,7.245,0.082,2026-06
-49.875,-119.875,6.997,-0.02,2026-06
-49.875,-117.875,6.79,0.138,2026-06
-49.875,-115.875,6.396,-0.205,2026-06
-49.875,-113.875,7.495,0.297,2026-06
-49.875,-111.875,7.265,0.045,2026-06
-49.875,-109.875,7.49,0.291,2026-06
-49.875,-107.875,7.882,0.527,2026-06
-49.875,-105.875,7.99,0.713,2026-06
-49.875,-103.875,8.046,0.868,2026-06
-49.875,-101.875,7.691,0.547,2026-06
-49.875,-99.875,7.693,0.595,2026-06
-49.875,-97.875,7.664,0.617,2026-06
-49.875,-95.875,7.694,0.562,2026-06
-49.875,-93.875,7.478,0.315,2026-06
-49.875,-91.875,7.551,0.416,2026-06
-49.875,-89.875,7.563,0.425,2026-06
-49.875,-87.875,7.516,0.369,2026-06
-49.875,-85.875,7.6,0.448,2026-06
-49.875,-83.875,7.67,0.357,2026-06
-49.875,-81.875,8.04,0.596,2026-06
-49.875,-79.875,8.3,0.597,2026-06
-49.875,-77.875,8.808,0.663,2026-06
-49.875,-75.875,9.958,1.06,2026-06
-49.875,-65.875,8.377,0.706,2026-06
-49.875,-63.875,7.87,0.462,2026-06
-49.875,-61.875,7.451,0.513,2026-06
-49.875,-59.875,7.33,0.39,2026-06
-49.875,-57.875,6.531,0.314,2026-06
-49.875,-55.875,5.905,0.51,2026-06
-49.875,-53.875,5.334,0.597,2026-06
-49.875,-51.875,4.881,0.387,2026-06
-49.875,-49.875,4.444,0.134,2026-06
-49.875,-47.875,6.119,1.496,2026-06
-49.875,-45.875,4.589,0.157,2026-06
-49.875,-43.875,4.796,0.705,2026-06
-49.875,-41.875,3.921,0.313,2026-06
-49.875,-39.875,2.858,0.275,2026-06
-49.875,-37.875,5.716,2.097,2026-06
-49.875,-35.875,3.842,0.238,2026-06
-49.875,-33.875,3.675,0.136,2026-06
-49.875,-31.875,4.083,0.387,2026-06
-49.875,-29.875,3.479,0.073,2026-06
-49.875,-27.875,4.901,1.133,2026-06
-49.875,-25.875,4.082,0.21,2026-06
-49.875,-23.875,4.939,0.946,2026-06
-49.875,-21.875,4.265,0.499,2026-06
-49.875,-19.875,4.567,0.918,2026-06
-49.875,-17.875,4.25,0.628,2026-06
-49.875,-15.875,3.955,0.537,2026-06
-49.875,-13.875,4.581,1.088,2026-06
-49.875,-11.875,3.777,0.618,2026-06
-49.875,-9.875,3.38,0.895,2026-06
-49.875,-7.875,2.452,0.367,2026-06
-49.875,-5.875,3.03,0.581,2026-06
-49.875,-3.875,3.044,0.323,2026-06
-49.875,-1.875,3.373,0.643,2026-06
-47.875,0.125,6.106,1.034,2026-06
-47.875,2.125,6.236,0.794,2026-06
-47.875,4.125,6.034,0.741,2026-06
-47.875,6.125,5.532,0.727,2026-06
-47.875,8.125,5.305,0.593,2026-06
-47.875,10.125,5.591,0.466,2026-06
-47.875,12.125,5.488,0.737,2026-06
-47.875,14.125,5.564,0.432,2026-06
-47.875,16.125,5.933,1.086,2026-06
-47.875,18.125,5.413,0.599,2026-06
-47.875,20.125,4.615,-0.072,2026-06
-47.875,22.125,5.804,1.362,2026-06
-47.875,24.125,5.388,0.732,2026-06
-47.875,26.125,4.986,0.257,2026-06
-47.875,28.125,7.04,2.031,2026-06
-47.875,30.125,6.262,-0.133,2026-06
-47.875,32.125,8.131,2.053,2026-06
-47.875,34.125,4.935,-0.615,2026-06
-47.875,36.125,4.697,-0.266,2026-06
-47.875,38.125,5.906,1.343,2026-06
-47.875,40.125,5.325,0.739,2026-06
-47.875,42.125,5.538,0.946,2026-06
-47.875,44.125,4.904,0.101,2026-06
-47.875,46.125,5.323,0.627,2026-06
-47.875,48.125,4.704,0.458,2026-06
-47.875,50.125,4.896,0.651,2026-06
-47.875,52.125,5.144,0.798,2026-06
-47.875,54.125,5.512,0.821,2026-06
-47.875,56.125,5.803,0.761,2026-06
-47.875,58.125,6.195,0.787,2026-06
-47.875,60.125,6.192,1.141,2026-06
-47.875,62.125,5.748,1.169,2026-06
-47.875,64.125,5.655,1.153,2026-06
-47.875,66.125,6.07,1.31,2026-06
-47.875,68.125,5.806,1.234,2026-06
-47.875,70.125,5.518,1.141,2026-06
-47.875,72.125,4.227,0.839,2026-06
-47.875,74.125,5.749,1.264,2026-06
-47.875,76.125,5.96,0.935,2026-06
-47.875,78.125,6.24,0.883,2026-06
-47.875,80.125,6.629,0.817,2026-06
-47.875,82.125,7.288,1.354,2026-06
-47.875,84.125,9.952,3.386,2026-06
-47.875,86.125,8.114,0.834,2026-06
-47.875,88.125,8.655,0.619,2026-06
-47.875,90.125,9.024,1.145,2026-06
-47.875,92.125,8.161,0.658,2026-06
-47.875,94.125,7.099,0.087,2026-06
-47.875,96.125,6.086,-0.277,2026-06
-47.875,98.125,6.369,0.233,2026-06
-47.875,100.125,5.813,-0.145,2026-06
-47.875,102.125,6.11,0.442,2026-06
-47.875,104.125,6.143,0.137,2026-06
-47.875,106.125,6.729,0.648,2026-06
-47.875,108.125,5.811,-0.191,2026-06
-47.875,110.125,7.184,0.481,2026-06
-47.875,112.125,7.53,0.185,2026-06
-47.875,114.125,8.513,0.972,2026-06
-47.875,116.125,7.302,-0.141,2026-06
-47.875,118.125,8.617,0.957,2026-06
-47.875,120.125,7.576,-0.014,2026-06
-47.875,122.125,7.545,-0.11,2026-06
-47.875,124.125,9.599,1.105,2026-06
-47.875,126.125,9.325,0.482,2026-06
-47.875,128.125,8.911,-0.045,2026-06
-47.875,130.125,9.581,0.638,2026-06
-47.875,132.125,8.894,-0.039,2026-06
-47.875,134.125,9.221,0.302,2026-06
-47.875,136.125,9.43,0.492,2026-06
-47.875,138.125,9.592,0.538,2026-06
-47.875,140.125,10.793,1.363,2026-06
-47.875,142.125,10.197,0.717,2026-06
-47.875,144.125,9.169,-0.216,2026-06
-47.875,146.125,9.088,-0.308,2026-06
-47.875,148.125,10.482,0.964,2026-06
-47.875,150.125,9.437,0.066,2026-06
-47.875,152.125,10.46,0.6,2026-06
-47.875,154.125,10.849,1.176,2026-06
-47.875,156.125,10.535,0.95,2026-06
-47.875,158.125,10.485,0.915,2026-06
-47.875,160.125,11.42,1.847,2026-06
-47.875,162.125,11.44,1.515,2026-06
-47.875,164.125,11.785,1.305,2026-06
-47.875,166.125,12.978,1.597,2026-06
-47.875,168.125,12.127,1.484,2026-06
-47.875,170.125,9.516,1.026,2026-06
-47.875,172.125,8.779,0.567,2026-06
-47.875,174.125,8.689,0.692,2026-06
-47.875,176.125,8.756,0.698,2026-06
-47.875,178.125,9.434,0.682,2026-06
-47.875,-179.875,9.485,0.885,2026-06
-47.875,-177.875,9.094,0.527,2026-06
-47.875,-175.875,10.738,0.327,2026-06
-47.875,-173.875,11.869,1.041,2026-06
-47.875,-171.875,11.592,0.73,2026-06
-47.875,-169.875,10.263,-0.45,2026-06
-47.875,-167.875,11.009,0.474,2026-06
-47.875,-165.875,10.188,-0.05,2026-06
-47.875,-163.875,10.314,0.246,2026-06
-47.875,-161.875,10.402,0.174,2026-06
-47.875,-159.875,10.515,0.377,2026-06
-47.875,-157.875,10.135,0.078,2026-06
-47.875,-155.875,9.885,-0.035,2026-06
-47.875,-153.875,10.071,0.256,2026-06
-47.875,-151.875,10.193,0.525,2026-06
-47.875,-149.875,9.937,0.452,2026-06
-47.875,-147.875,9.617,0.244,2026-06
-47.875,-145.875,9.647,0.412,2026-06
-47.875,-143.875,9.484,0.41,2026-06
-47.875,-141.875,9.163,0.195,2026-06
-47.875,-139.875,9.31,0.508,2026-06
-47.875,-137.875,9.702,0.917,2026-06
-47.875,-135.875,8.95,0.367,2026-06
-47.875,-133.875,8.859,0.327,2026-06
-47.875,-131.875,8.991,0.638,2026-06
-47.875,-129.875,8.878,0.514,2026-06
-47.875,-127.875,8.552,0.372,2026-06
-47.875,-125.875,8.714,0.579,2026-06
-47.875,-123.875,8.235,0.219,2026-06
-47.875,-121.875,8.102,0.147,2026-06
-47.875,-119.875,8.149,0.32,2026-06
-47.875,-117.875,7.743,-0.184,2026-06
-47.875,-115.875,8.444,0.514,2026-06
-47.875,-113.875,7.93,-0.036,2026-06
-47.875,-111.875,9.114,0.99,2026-06
-47.875,-109.875,8.538,0.383,2026-06
-47.875,-107.875,9.204,0.955,2026-06
-47.875,-105.875,8.861,0.699,2026-06
-47.875,-103.875,8.64,0.589,2026-06
-47.875,-101.875,8.7,0.736,2026-06
-47.875,-99.875,8.357,0.344,2026-06
-47.875,-97.875,8.516,0.494,2026-06
-47.875,-95.875,8.404,0.442,2026-06
-47.875,-93.875,8.306,0.389,2026-06
-47.875,-91.875,8.517,0.597,2026-06
-47.875,-89.875,8.548,0.619,2026-06
-47.875,-87.875,8.304,0.332,2026-06
-47.875,-85.875,8.432,0.318,2026-06
-47.875,-83.875,8.708,0.403,2026-06
-47.875,-81.875,8.897,0.45,2026-06
-47.875,-79.875,9.142,0.52,2026-06
-47.875,-77.875,9.694,0.63,2026-06
-47.875,-75.875,10.539,0.925,2026-06
-47.875,-65.875,8.332,0.532,2026-06
-47.875,-63.875,9.172,1.059,2026-06
-47.875,-61.875,7.664,0.38,2026-06
-47.875,-59.875,6.226,0.211,2026-06
-47.875,-57.875,5.822,-0.019,2026-06
-47.875,-55.875,6.536,-0.041,2026-06
-47.875,-53.875,8.46,0.57,2026-06
-47.875,-51.875,11.048,1.63,2026-06
-47.875,-49.875,11.489,1.803,2026-06
-47.875,-47.875,12.085,2.45,2026-06
-47.875,-45.875,11.381,1.713,2026-06
-47.875,-43.875,10.459,1.561,2026-06
-47.875,-41.875,11.007,2.614,2026-06
-47.875,-39.875,10.518,1.859,2026-06
-47.875,-37.875,9.693,1.182,2026-06
-47.875,-35.875,8.827,1.315,2026-06
-47.875,-33.875,8.547,2.221,2026-06
-47.875,-31.875,6.091,0.37,2026-06
-47.875,-29.875,6.73,1.125,2026-06
-47.875,-27.875,6.19,0.879,2026-06
-47.875,-25.875,5.418,0.297,2026-06
-47.875,-23.875,5.584,0.548,2026-06
-47.875,-21.875,5.936,0.463,2026-06
-47.875,-19.875,6.069,0.458,2026-06
-47.875,-17.875,6.102,0.173,2026-06
-47.875,-15.875,5.44,-0.389,2026-06
-47.875,-13.875,5.276,0.088,2026-06
-47.875,-11.875,4.843,0.44,2026-06
-47.875,-9.875,3.99,0.083,2026-06
-47.875,-7.875,3.989,1.01,2026-06
-47.875,-5.875,4.182,0.671,2026-06
-47.875,-3.875,5.54,0.728,2026-06
-47.875,-1.875,5.986,0.742,2026-06
-45.875,0.125,6.971,0.765,2026-06
-45.875,2.125,7.182,0.679,2026-06
-45.875,4.125,8.418,1.394,2026-06
-45.875,6.125,6.378,0.403,2026-06
-45.875,8.125,6.855,0.611,2026-06
-45.875,10.125,8.307,0.889,2026-06
-45.875,12.125,7.006,-0.177,2026-06
-45.875,14.125,8.303,1.606,2026-06
-45.875,16.125,8.886,1.592,2026-06
-45.875,18.125,7.544,0.293,2026-06
-45.875,20.125,7.626,0.697,2026-06
-45.875,22.125,7.483,0.387,2026-06
-45.875,24.125,7.056,0.569,2026-06
-45.875,26.125,7.244,0.695,2026-06
-45.875,28.125,8.12,0.682,2026-06
-45.875,30.125,8.6,0.745,2026-06
-45.875,32.125,8.574,1.286,2026-06
-45.875,34.125,8.15,0.872,2026-06
-45.875,36.125,7.2,0.488,2026-06
-45.875,38.125,6.648,0.621,2026-06
-45.875,40.125,7.018,0.624,2026-06
-45.875,42.125,7.74,1.305,2026-06
-45.875,44.125,7.355,1.026,2026-06
-45.875,46.125,6.263,0.315,2026-06
-45.875,48.125,5.17,0.165,2026-06
-45.875,50.125,6.57,1.0,2026-06
-45.875,52.125,5.822,0.795,2026-06
-45.875,54.125,6.015,0.619,2026-06
-45.875,56.125,7.147,0.841,2026-06
-45.875,58.125,7.811,0.485,2026-06
-45.875,60.125,9.765,1.588,2026-06
-45.875,62.125,9.918,1.341,2026-06
-45.875,64.125,7.732,0.707,2026-06
-45.875,66.125,6.645,0.592,2026-06
-45.875,68.125,6.386,0.625,2026-06
-45.875,70.125,7.775,0.877,2026-06
-45.875,72.125,6.732,-0.174,2026-06
-45.875,74.125,8.783,-0.268,2026-06
-45.875,76.125,11.514,1.614,2026-06
-45.875,78.125,11.561,2.964,2026-06
-45.875,80.125,9.803,2.131,2026-06
-45.875,82.125,10.143,1.79,2026-06
-45.875,84.125,11.143,1.659,2026-06
-45.875,86.125,10.285,0.906,2026-06
-45.875,88.125,8.815,-0.319,2026-06
-45.875,90.125,8.721,-0.066,2026-06
-45.875,92.125,9.802,1.072,2026-06
-45.875,94.125,8.37,0.166,2026-06
-45.875,96.125,7.1,-0.331,2026-06
-45.875,98.125,7.173,-0.457,2026-06
-45.875,100.125,8.513,0.087,2026-06
-45.875,102.125,8.561,0.566,2026-06
-45.875,104.125,8.603,0.435,2026-06
-45.875,106.125,9.618,0.197,2026-06
-45.875,108.125,9.333,-0.091,2026-06
-45.875,110.125,9.129,0.279,2026-06
-45.875,112.125,9.677,0.416,2026-06
-45.875,114.125,9.415,0.222,2026-06
-45.875,116.125,9.093,-0.122,2026-06
-45.875,118.125,9.538,0.501,2026-06
-45.875,120.125,9.374,0.188,2026-06
-45.875,122.125,9.384,-0.151,2026-06
-45.875,124.125,10.202,0.635,2026-06
-45.875,126.125,9.967,0.338,2026-06
-45.875,128.125,9.864,0.235,2026-06
-45.875,130.125,9.564,-0.052,2026-06
-45.875,132.125,10.097,0.473,2026-06
-45.875,134.125,9.412,-0.343,2026-06
-45.875,136.125,10.311,0.339,2026-06
-45.875,138.125,11.131,0.943,2026-06
-45.875,140.125,11.274,0.735,2026-06
-45.875,142.125,11.449,0.823,2026-06
-45.875,144.125,13.585,2.679,2026-06
-45.875,146.125,13.987,2.489,2026-06
-45.875,148.125,12.468,0.61,2026-06
-45.875,150.125,14.191,2.455,2026-06
-45.875,152.125,13.868,2.497,2026-06
-45.875,154.125,12.302,1.352,2026-06
-45.875,156.125,12.559,1.592,2026-06
-45.875,158.125,11.619,0.775,2026-06
-45.875,160.125,12.284,1.334,2026-06
-45.875,162.125,12.572,1.43,2026-06
-45.875,164.125,13.226,1.472,2026-06
-45.875,166.125,14.311,1.705,2026-06
-45.875,172.125,9.619,0.822,2026-06
-45.875,174.125,10.381,1.136,2026-06
-45.875,176.125,10.821,1.199,2026-06
-45.875,178.125,10.949,0.965,2026-06
-45.875,-179.875,11.46,1.302,2026-06
-45.875,-177.875,11.746,1.216,2026-06
-45.875,-175.875,12.378,0.783,2026-06
-45.875,-173.875,12.159,0.592,2026-06
-45.875,-171.875,12.086,0.763,2026-06
-45.875,-169.875,11.962,0.621,2026-06
-45.875,-167.875,11.842,0.609,2026-06
-45.875,-165.875,11.445,0.325,2026-06
-45.875,-163.875,11.413,0.409,2026-06
-45.875,-161.875,10.941,0.081,2026-06
-45.875,-159.875,11.127,0.41,2026-06
-45.875,-157.875,10.556,-0.101,2026-06
-45.875,-155.875,10.886,0.428,2026-06
-45.875,-153.875,10.342,-0.055,2026-06
-45.875,-151.875,10.437,0.143,2026-06
-45.875,-149.875,10.591,0.507,2026-06
-45.875,-147.875,10.177,0.232,2026-06
-45.875,-145.875,9.744,-0.127,2026-06
-45.875,-143.875,9.981,0.055,2026-06
-45.875,-141.875,10.229,0.491,2026-06
-45.875,-139.875,9.84,0.124,2026-06
-45.875,-137.875,10.343,0.827,2026-06
-45.875,-135.875,10.018,0.561,2026-06
-45.875,-133.875,9.789,0.465,2026-06
-45.875,-131.875,9.116,-0.123,2026-06
-45.875,-129.875,9.786,0.601,2026-06
-45.875,-127.875,9.922,0.852,2026-06
-45.875,-125.875,9.505,0.457,2026-06
-45.875,-123.875,9.431,0.414,2026-06
-45.875,-121.875,9.632,0.574,2026-06
-45.875,-119.875,9.363,0.332,2026-06
-45.875,-117.875,9.257,0.29,2026-06
-45.875,-115.875,9.019,-0.023,2026-06
-45.875,-113.875,9.274,0.117,2026-06
-45.875,-111.875,9.468,0.246,2026-06
-45.875,-109.875,9.558,0.316,2026-06
-45.875,-107.875,9.731,0.559,2026-06
-45.875,-105.875,9.921,0.793,2026-06
-45.875,-103.875,9.848,0.847,2026-06
-45.875,-101.875,9.507,0.595,2026-06
-45.875,-99.875,9.647,0.637,2026-06
-45.875,-97.875,9.413,0.424,2026-06
-45.875,-95.875,8.974,0.037,2026-06
-45.875,-93.875,9.273,0.318,2026-06
-45.875,-91.875,9.259,0.296,2026-06
-45.875,-89.875,9.686,0.673,2026-06
-45.875,-87.875,9.513,0.354,2026-06
-45.875,-85.875,9.716,0.344,2026-06
-45.875,-83.875,10.189,0.696,2026-06
-45.875,-81.875,10.153,0.641,2026-06
-45.875,-79.875,10.476,0.753,2026-06
-45.875,-77.875,11.222,1.193,2026-06
-45.875,-75.875,11.165,0.795,2026-06
-45.875,-65.875,10.816,0.683,2026-06
-45.875,-63.875,10.007,0.677,2026-06
-45.875,-61.875,8.932,0.518,2026-06
-45.875,-59.875,6.645,0.043,2026-06
-45.875,-57.875,8.58,1.007,2026-06
-45.875,-55.875,9.289,0.054,2026-06
-45.875,-53.875,9.02,-1.154,2026-06
-45.875,-51.875,12.611,1.668,2026-06
-45.875,-49.875,11.944,1.102,2026-06
-45.875,-47.875,11.868,1.236,2026-06
-45.875,-45.875,10.776,0.493,2026-06
-45.875,-43.875,11.783,1.711,2026-06
-45.875,-41.875,11.658,1.952,2026-06
-45.875,-39.875,10.647,1.092,2026-06
-45.875,-37.875,10.457,1.243,2026-06
-45.875,-35.875,9.511,0.691,2026-06
-45.875,-33.875,9.285,1.067,2026-06
-45.875,-31.875,7.024,-0.489,2026-06
-45.875,-29.875,8.467,0.981,2026-06
-45.875,-27.875,7.435,0.162,2026-06
-45.875,-25.875,8.649,1.335,2026-06
-45.875,-23.875,8.139,0.36,2026-06
-45.875,-21.875,6.746,-1.335,2026-06
-45.875,-19.875,8.117,0.035,2026-06
-45.875,-17.875,8.036,0.165,2026-06
-45.875,-15.875,6.696,-0.477,2026-06
-45.875,-13.875,6.022,-0.085,2026-06
-45.875,-11.875,6.357,0.688,2026-06
-45.875,-9.875,5.955,0.632,2026-06
-45.875,-7.875,5.902,0.293,2026-06
-45.875,-5.875,6.224,0.238,2026-06
-45.875,-3.875,8.35,2.019,2026-06
-45.875,-1.875,6.804,0.502,2026-06
-43.875,0.125,10.763,1.703,2026-06
-43.875,2.125,9.858,0.637,2026-06
-43.875,4.125,10.12,1.365,2026-06
-43.875,6.125,8.53,0.226,2026-06
-43.875,8.125,8.516,0.332,2026-06
-43.875,10.125,11.732,3.057,2026-06
-43.875,12.125,8.794,-0.256,2026-06
-43.875,14.125,9.398,-0.582,2026-06
-43.875,16.125,9.06,-1.195,2026-06
-43.875,18.125,9.133,-1.035,2026-06
-43.875,20.125,10.91,0.243,2026-06
-43.875,22.125,10.82,0.405,2026-06
-43.875,24.125,9.449,-0.602,2026-06
-43.875,26.125,8.787,-1.131,2026-06
-43.875,28.125,12.382,2.184,2026-06
-43.875,30.125,9.238,-0.442,2026-06
-43.875,32.125,9.748,0.121,2026-06
-43.875,34.125,8.752,0.088,2026-06
-43.875,36.125,8.607,0.557,2026-06
-43.875,38.125,9.917,1.819,2026-06
-43.875,40.125,8.642,0.695,2026-06
-43.875,42.125,7.619,0.205,2026-06
-43.875,44.125,7.22,0.46,2026-06
-43.875,46.125,6.485,0.458,2026-06
-43.875,48.125,6.782,0.728,2026-06
-43.875,50.125,7.968,1.417,2026-06
-43.875,52.125,8.119,1.101,2026-06
-43.875,54.125,8.795,1.043,2026-06
-43.875,56.125,9.948,0.522,2026-06
-43.875,58.125,12.547,1.067,2026-06
-43.875,60.125,16.046,3.385,2026-06
-43.875,62.125,15.811,2.108,2026-06
-43.875,64.125,13.66,0.94,2026-06
-43.875,66.125,11.254,0.412,2026-06
-43.875,68.125,12.84,1.897,2026-06
-43.875,70.125,13.329,1.217,2026-06
-43.875,72.125,13.458,1.611,2026-06
-43.875,74.125,13.218,1.642,2026-06
-43.875,76.125,11.891,0.409,2026-06
-43.875,78.125,11.562,0.475,2026-06
-43.875,80.125,12.337,1.698,2026-06
-43.875,82.125,9.757,-0.926,2026-06
-43.875,84.125,11.43,0.57,2026-06
-43.875,86.125,10.234,-0.29,2026-06
-43.875,88.125,10.413,0.16,2026-06
-43.875,90.125,10.786,0.568,2026-06
-43.875,92.125,9.719,0.03,2026-06
-43.875,94.125,9.29,-0.175,2026-06
-43.875,96.125,11.15,1.09,2026-06
-43.875,98.125,10.499,-0.084,2026-06
-43.875,100.125,10.932,0.281,2026-06
-43.875,102.125,10.621,0.164,2026-06
-43.875,104.125,10.555,0.305,2026-06
-43.875,106.125,10.605,0.475,2026-06
-43.875,108.125,10.134,0.033,2026-06
-43.875,110.125,10.014,-0.053,2026-06
-43.875,112.125,10.131,-0.069,2026-06
-43.875,114.125,10.109,-0.013,2026-06
-43.875,116.125,10.269,0.11,2026-06
-43.875,118.125,10.606,0.41,2026-06
-43.875,120.125,10.239,0.047,2026-06
-43.875,122.125,10.414,0.165,2026-06
-43.875,124.125,11.003,0.633,2026-06
-43.875,126.125,10.261,-0.226,2026-06
-43.875,128.125,10.387,-0.226,2026-06
-43.875,130.125,10.365,-0.102,2026-06
-43.875,132.125,11.126,0.524,2026-06
-43.875,134.125,10.893,0.107,2026-06
-43.875,136.125,11.418,0.583,2026-06
-43.875,138.125,11.726,0.669,2026-06
-43.875,140.125,11.841,0.495,2026-06
-43.875,142.125,12.428,0.808,2026-06
-43.875,144.125,12.83,0.658,2026-06
-43.875,146.125,14.903,1.701,2026-06
-43.875,148.125,14.744,1.371,2026-06
-43.875,150.125,14.347,1.016,2026-06
-43.875,152.125,15.108,1.99,2026-06
-43.875,154.125,15.317,2.666,2026-06
-43.875,156.125,14.226,1.758,2026-06
-43.875,158.125,13.421,1.1,2026-06
-43.875,160.125,14.026,1.643,2026-06
-43.875,162.125,13.42,1.123,2026-06
-43.875,164.125,13.791,1.457,2026-06
-43.875,166.125,14.038,1.228,2026-06
-43.875,168.125,14.772,1.247,2026-06
-43.875,172.125,11.564,1.175,2026-06
-43.875,174.125,11.437,0.992,2026-06
-43.875,176.125,11.695,0.66,2026-06
-43.875,178.125,11.168,0.65,2026-06
-43.875,-179.875,11.915,0.908,2026-06
-43.875,-177.875,13.087,1.207,2026-06
-43.875,-175.875,13.212,0.825,2026-06
-43.875,-173.875,13.647,0.666,2026-06
-43.875,-171.875,13.448,0.931,2026-06
-43.875,-169.875,13.644,1.397,2026-06
-43.875,-167.875,12.792,0.591,2026-06
-43.875,-165.875,12.355,0.518,2026-06
-43.875,-163.875,12.09,0.386,2026-06
-43.875,-161.875,12.068,0.381,2026-06
-43.875,-159.875,11.744,0.23,2026-06
-43.875,-157.875,11.859,0.423,2026-06
-43.875,-155.875,11.738,0.434,2026-06
-43.875,-153.875,11.284,-0.098,2026-06
-43.875,-151.875,11.734,0.505,2026-06
